t_s	speed_m_s	speed_km_h	acel_m_s2	Alt_api_c_f	N_intervalo_200m	Pendiente_200m	R2_200m	Grade_200m	Driver	micro_ciclo	Cluster
269	4,235454545	15,24763636	0,630674048	1570,133224	19	-0,017202585	0,713726559	-0,985538311	2	231	1
270	4,9304662	17,74967832	0,676719114	1569,957919	19	-0,017202585	0,713726559	-0,985538311	2	231	1
271	5,558065268	20,00903497	0,64248446	1569,777912	20	-0,013743871	0,83726241	-0,787416252	2	231	1
272	6,17969697	22,24690909	0,489854312	1569,593793	20	-0,013743871	0,83726241	-0,787416252	2	231	1
273	6,519487179	23,47015385	0,276670552	1569,406207	20	-0,013743871	0,83726241	-0,787416252	2	231	1
274	6,743589744	24,27692308	0,135574981	1569,222088	20	-0,013743871	0,83726241	-0,787416252	2	231	1
275	6,749160839	24,29697902	-0,188113831	1569,042081	20	-0,013743871	0,83726241	-0,787416252	2	231	1
276	6,39018648	23,00467133	-0,43521756	1568,866776	20	-0,013743871	0,83726241	-0,787416252	2	231	1
277	5,94962704	21,41865734	-0,411522922	1568,696712	20	-0,013743871	0,83726241	-0,787416252	2	231	1
278	5,56993007	20,05174825	-0,402839938	1568,532378	20	-0,013743871	0,83726241	-0,787416252	2	231	1
279	5,125384615	18,45138462	-0,474444444	1568,374209	20	-0,013743871	0,83726241	-0,787416252	2	231	1
280	4,63032634	16,66917483	-0,52956488	1568,222592	20	-0,013743871	0,83726241	-0,787416252	2	231	1
281	4,126130536	14,85406993	-0,363242036	1568,077862	20	-0,013743871	0,83726241	-0,787416252	2	231	1
282	3,930675991	14,15043357	-0,099390054	1567,940305	20	-0,013743871	0,83726241	-0,787416252	2	231	1
283	3,887086247	13,99351049	-0,004259907	1567,810159	20	-0,013743871	0,83726241	-0,787416252	2	231	1
284	3,910652681	14,07834965	0,065584693	1567,687613	20	-0,013743871	0,83726241	-0,787416252	2	231	1
285	4,017062937	14,46142657	0,126738539	1567,572811	20	-0,013743871	0,83726241	-0,787416252	2	231	1
286	4,183473193	15,0605035	0,270602176	1567,465849	20	-0,013743871	0,83726241	-0,787416252	2	231	1
287	4,548787879	16,37563636	0,390137918	1567,36678	20	-0,013743871	0,83726241	-0,787416252	2	231	1
288	4,917226107	17,70201399	0,322874903	1567,275614	20	-0,013743871	0,83726241	-0,787416252	2	231	1
289	5,205431235	18,73955245	0,30780303	1567,192318	20	-0,013743871	0,83726241	-0,787416252	2	231	1
290	5,562121212	20,02363636	0,376212121	1567,116818	20	-0,013743871	0,83726241	-0,787416252	2	231	1
291	6,014312354	21,65152448	0,652781663	1567,049002	20	-0,013743871	0,83726241	-0,787416252	2	231	1
292	6,873729604	24,74542657	0,988750971	1566,98872	20	-0,013743871	0,83726241	-0,787416252	2	231	1
293	7,864918415	28,31370629	0,856128594	1566,935787	20	-0,013743871	0,83726241	-0,787416252	2	231	1
294	8,501958042	30,60704895	0,450097125	1566,889984	20	-0,013743871	0,83726241	-0,787416252	2	231	1
295	8,766596737	31,55974825	0,102319347	1566,851061	20	-0,013743871	0,83726241	-0,787416252	2	231	1
296	8,685990676	31,26956643	-0,314279332	1566,818736	20	-0,013743871	0,83726241	-0,787416252	2	231	1
297	8,109347319	29,19365035	-0,866447164	1566,792701	20	-0,013743871	0,83726241	-0,787416252	2	231	1
298	7,015314685	25,25513287	-1,199011267	1566,772622	20	-0,013743871	0,83726241	-0,787416252	2	231	1
299	5,798554779	20,8747972	-1,248492618	1566,758142	20	-0,013743871	0,83726241	-0,787416252	2	231	1
300	4,587785548	16,51602797	-1,111157731	1566,748885	20	-0,013743871	0,83726241	-0,787416252	2	231	1
301	3,671025641	13,21569231	-0,628356643	1566,744452	20	-0,013743871	0,83726241	-0,787416252	2	231	1
302	3,328974359	11,98430769	-0,161361694	1566,744434	20	-0,013743871	0,83726241	-0,787416252	2	231	1
303	3,268344988	11,76604196	0,019848485	1566,748405	20	-0,013743871	0,83726241	-0,787416252	2	231	1
304	3,302680653	11,88965035	-0,022332945	1566,753819	20	-0,013743871	0,83726241	-0,787416252	2	231	1
305	3,222494172	11,60097902	-0,045174825	1566,760974	20	-0,013743871	0,83726241	-0,787416252	2	231	1
306	3,23016317	11,62858741	0,022006605	1566,770076	20	-0,013743871	0,83726241	-0,787416252	2	231	1
307	3,23030303	11,62909091	-0,041099456	1566,781243	20	-0,013743871	0,83726241	-0,787416252	2	231	1
308	3,101072261	11,16386014	-0,273875291	1566,794512	20	-0,013743871	0,83726241	-0,787416252	2	231	1
309	2,682960373	9,658657343	-0,511476301	1566,80985	20	-0,013743871	0,83726241	-0,787416252	2	231	1
310	2,137925408	7,696531469	-0,524425019	1566,827158	21	-0,036751864	0,839891472	-2,104779417	2	231	1
311	1,662843823	5,986237762	-0,448694639	1566,846281	21	-0,036751864	0,839891472	-2,104779417	2	231	1
312	1,233240093	4,439664336	-0,422567988	1566,867016	21	-0,036751864	0,839891472	-2,104779417	2	231	1
313	0,82981352	2,987328671	-0,320590521	1566,889116	21	-0,036751864	0,839891472	-2,104779417	2	231	1
314	0,544498834	1,960195804	-0,450439005	1566,912304	21	-0,036751864	0,839891472	-2,104779417	2	231	1
315	0	0	-0,293848096	1566,936273	21	-0,036751864	0,839891472	-2,104779417	2	231	1
316	0	0	0,045374903	1566,960701	21	-0,036751864	0,839891472	-2,104779417	2	231	1
317	0	0	0	1566,985255	21	-0,036751864	0,839891472	-2,104779417	2	231	1
318	0	0	0	1567,009598	21	-0,036751864	0,839891472	-2,104779417	2	231	1
319	0	0	0	1567,0334	21	-0,036751864	0,839891472	-2,104779417	2	231	1
320	0	0	0	1567,056342	21	-0,036751864	0,839891472	-2,104779417	2	231	1
321	0	0	0	1567,078129	21	-0,036751864	0,839891472	-2,104779417	2	231	1
322	0	0	0	1567,098492	21	-0,036751864	0,839891472	-2,104779417	2	231	1
323	0	0	0	1567,1172	21	-0,036751864	0,839891472	-2,104779417	2	231	1
324	0	0	0	1567,134066	21	-0,036751864	0,839891472	-2,104779417	2	231	1
325	0	0	0	1567,148956	21	-0,036751864	0,839891472	-2,104779417	2	231	1
326	0	0	0	1567,161796	21	-0,036751864	0,839891472	-2,104779417	2	231	1
327	0	0	0	1567,17258	21	-0,036751864	0,839891472	-2,104779417	2	231	1
328	0	0	0	1567,18138	21	-0,036751864	0,839891472	-2,104779417	2	231	1
329	0	0	0	1567,18835	21	-0,036751864	0,839891472	-2,104779417	2	231	1
330	0	0	0	1567,19374	21	-0,036751864	0,839891472	-2,104779417	2	231	1
331	0	0	0	1567,197896	21	-0,036751864	0,839891472	-2,104779417	2	231	1
332	0	0	0	1567,201276	21	-0,036751864	0,839891472	-2,104779417	2	231	1
333	0	0	0	1567,204453	21	-0,036751864	0,839891472	-2,104779417	2	231	1
334	0	0	0	1567,204438	21	-0,036751864	0,839891472	-2,104779417	2	231	1
335	0	0	0	1567,200892	21	-0,036751864	0,839891472	-2,104779417	2	231	1
336	0	0	0	1567,193486	21	-0,036751864	0,839891472	-2,104779417	2	231	1
337	0	0	0	1567,181902	21	-0,036751864	0,839891472	-2,104779417	2	231	1
338	0	0	0	1567,165839	21	-0,036751864	0,839891472	-2,104779417	2	231	1
339	0	0	0	1567,145011	21	-0,036751864	0,839891472	-2,104779417	2	231	1
340	0	0	0	1567,11651	21	-0,036751864	0,839891472	-2,104779417	2	231	1
341	0	0	0	1567,081015	21	-0,036751864	0,839891472	-2,104779417	2	231	1
342	0	0	0	1567,039116	21	-0,036751864	0,839891472	-2,104779417	2	231	1
343	0	0	0	1566,991318	21	-0,036751864	0,839891472	-2,104779417	2	231	1
344	0	0	0	1566,93805	21	-0,036751864	0,839891472	-2,104779417	2	231	1
345	0	0	0	1566,879669	21	-0,036751864	0,839891472	-2,104779417	2	231	1
346	0	0	0	1566,816472	21	-0,036751864	0,839891472	-2,104779417	2	231	1
347	0	0	0	1566,748699	21	-0,036751864	0,839891472	-2,104779417	2	231	1
348	0	0	0	1566,676539	21	-0,036751864	0,839891472	-2,104779417	2	231	1
349	0	0	0	1566,600139	21	-0,036751864	0,839891472	-2,104779417	2	231	1
350	0	0	0	1566,519606	21	-0,036751864	0,839891472	-2,104779417	2	231	1
351	0	0	0	1566,435019	21	-0,036751864	0,839891472	-2,104779417	2	231	1
352	0	0	0	1566,346427	21	-0,036751864	0,839891472	-2,104779417	2	231	1
353	0	0	-0,049024864	1566,253863	21	-0,036751864	0,839891472	-2,104779417	2	231	1
354	0	0	0,240506993	1540,469757	6	-0,030963757	0,29257113	-1,773525938	9	362	1
355	0,539118881	1,940827972	0,728999029	1540,427732	6	-0,030963757	0,29257113	-1,773525938	9	362	1
356	1,426867133	5,136721678	1,0743446	1540,371764	6	-0,030963757	0,29257113	-1,773525938	9	362	1
357	2,666948718	9,601015385	1,372978438	1540,300559	6	-0,030963757	0,29257113	-1,773525938	9	362	1
358	4,130503497	14,86981259	1,537351787	1540,212916	6	-0,030963757	0,29257113	-1,773525938	9	362	1
359	5,692468531	20,49288671	1,563636558	1540,107738	6	-0,030963757	0,29257113	-1,773525938	9	362	1
360	7,182804196	25,8580951	1,360437646	1539,984041	6	-0,030963757	0,29257113	-1,773525938	9	362	1
361	8,321715618	29,95817622	0,821700078	1539,840967	6	-0,030963757	0,29257113	-1,773525938	9	362	1
362	8,839228438	31,82122238	0,342849456	1539,677787	6	-0,030963757	0,29257113	-1,773525938	9	362	1
363	9,083461538	32,70046154	0,161645688	1539,493914	6	-0,030963757	0,29257113	-1,773525938	9	362	1
364	9,162578089	32,98528112	-0,04279526	1539,288911	6	-0,030963757	0,29257113	-1,773525938	9	362	1
365	8,968764569	32,28755245	-0,3746385	1539,062494	6	-0,030963757	0,29257113	-1,773525938	9	362	1
366	8,435195804	30,3667049	-0,617545843	1538,814544	6	-0,030963757	0,29257113	-1,773525938	9	362	1
367	7,760065268	27,93623497	-0,780999417	1538,545112	6	-0,030963757	0,29257113	-1,773525938	9	362	1
368	6,9035338	24,85272168	-0,857004274	1538,254424	6	-0,030963757	0,29257113	-1,773525938	9	362	1
369	6,087461538	21,91486154	-0,794604312	1537,942885	6	-0,030963757	0,29257113	-1,773525938	9	362	1
370	5,338417249	19,2183021	-0,680346542	1537,611089	6	-0,030963757	0,29257113	-1,773525938	9	362	1
371	4,774384615	17,18778462	-0,414263015	1537,259817	6	-0,030963757	0,29257113	-1,773525938	9	362	1
372	4,563076923	16,42707692	0,033221057	1536,890049	6	-0,030963757	0,29257113	-1,773525938	9	362	1
373	4,855895105	17,48122238	0,540084305	1536,502958	6	-0,030963757	0,29257113	-1,773525938	9	362	1
374	5,591848485	20,13065455	0,871953963	1536,09992	6	-0,030963757	0,29257113	-1,773525938	9	362	1
375	6,523545455	23,48476364	0,963969308	1535,682516	6	-0,030963757	0,29257113	-1,773525938	9	362	1
376	7,440832168	26,7869958	0,813570707	1535,25253	6	-0,030963757	0,29257113	-1,773525938	9	362	1
377	8,080132867	29,08847832	0,425153458	1534,811955	6	-0,030963757	0,29257113	-1,773525938	9	362	1
378	8,281699301	29,81411748	0,028853535	1534,362989	6	-0,030963757	0,29257113	-1,773525938	9	362	1
379	8,148641026	29,33510769	-0,338068959	1533,908042	6	-0,030963757	0,29257113	-1,773525938	9	362	1
380	7,642655012	27,51355804	-0,60995202	1533,67995	7	-0,01112174	0,015802796	-0,637202515	9	362	1
381	7,024606061	25,28858182	-0,55254021	1533,231069	7	-0,01112174	0,015802796	-0,637202515	9	362	1
382	6,608843823	23,79183776	-0,252164918	1532,794168	7	-0,01112174	0,015802796	-0,637202515	9	362	1
383	6,508634033	23,43108252	-0,023274281	1532,371936	7	-0,01112174	0,015802796	-0,637202515	9	362	1
384	6,540857809	23,54708811	0,14119561	1531,967063	7	-0,01112174	0,015802796	-0,637202515	9	362	1
385	6,760009324	24,33603357	0,227001748	1531,58224	7	-0,01112174	0,015802796	-0,637202515	9	362	1
386	6,925498834	24,9317958	0,074208236	1531,220157	7	-0,01112174	0,015802796	-0,637202515	9	362	1
387	6,861741259	24,70226853	-0,229280109	1530,883503	7	-0,01112174	0,015802796	-0,637202515	9	362	1
388	6,464214452	23,27117203	-0,527398019	1530,574969	7	-0,01112174	0,015802796	-0,637202515	9	362	1
389	5,821095571	20,95594406	-0,788688423	1530,297245	7	-0,01112174	0,015802796	-0,637202515	9	362	1
390	4,929109557	17,74479441	-0,929220862	1530,05302	7	-0,01112174	0,015802796	-0,637202515	9	362	1
391	4,04516317	14,56258741	-0,775305944	1529,844985	7	-0,01112174	0,015802796	-0,637202515	9	362	1
392	3,407405594	12,26666014	-0,537644522	1529,67583	7	-0,01112174	0,015802796	-0,637202515	9	362	1
393	2,951135198	10,62408671	-0,390215812	1529,548245	7	-0,01112174	0,015802796	-0,637202515	9	362	1
394	2,628620047	9,463032168	-0,215825563	1529,464919	7	-0,01112174	0,015802796	-0,637202515	9	362	1
395	2,497468531	8,990886713	-0,111576535	1529,428544	7	-0,01112174	0,015802796	-0,637202515	9	362	1
396	2,367979021	8,524724476	-0,141638695	1529,441808	7	-0,01112174	0,015802796	-0,637202515	9	362	1
397	2,204925408	7,937731469	-0,186461344	1529,507402	7	-0,01112174	0,015802796	-0,637202515	9	362	1
398	1,987939394	7,156581818	-0,26187432	1529,628016	7	-0,01112174	0,015802796	-0,637202515	9	362	1
399	1,694687646	6,100875524	-0,293042929	1529,80634	7	-0,01112174	0,015802796	-0,637202515	9	362	1
400	1,428568765	5,142847552	-0,230202409	1530,045064	7	-0,01112174	0,015802796	-0,637202515	9	362	1
401	1,246475524	4,487311888	-0,126614025	1530,346877	7	-0,01112174	0,015802796	-0,637202515	9	362	1
402	1,164671329	4,192816783	-0,070047203	1530,714471	7	-0,01112174	0,015802796	-0,637202515	9	362	1
403	1,102876457	3,970355245	-0,012810606	1531,150536	7	-0,01112174	0,015802796	-0,637202515	9	362	1
404	1,120342657	4,033233566	-0,017178904	1531,65776	7	-0,01112174	0,015802796	-0,637202515	9	362	1
405	1,045573427	3,764064336	-0,108430653	1532,238834	7	-0,01112174	0,015802796	-0,637202515	9	362	1
406	0,912393939	3,284618182	-0,156737762	1532,896448	7	-0,01112174	0,015802796	-0,637202515	9	362	1
407	0,740454545	2,665636364	-0,147635004	1533,633293	7	-0,01112174	0,015802796	-0,637202515	9	362	1
408	0,560244755	2,016881119	-0,417603535	1534,452058	7	-0,01112174	0,015802796	-0,637202515	9	362	1
409	0	0	-0,311791958	1535,355433	7	-0,01112174	0,015802796	-0,637202515	9	362	1
410	0	0	0,046687063	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
411	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
412	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
413	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
414	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
415	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
416	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
417	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
418	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
419	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
420	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
421	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
422	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
423	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
424	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
425	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
426	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
427	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
428	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
429	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
430	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
431	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
432	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
433	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
434	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
435	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
436	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
437	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
438	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
439	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
440	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
441	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
442	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
443	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
444	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
445	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
446	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
447	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
448	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
449	0	0	0	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
450	0	0	-0,05893784	1390	0	-0,11719672	0,500086965	-6,684385208	1	362	1
451	0	0	0,239440559	1502,218634	3	-0,10337318	0,888170266	-5,901883961	10	368	1
452	0,566410256	2,039076923	0,834335664	1501,84322	3	-0,10337318	0,888170266	-5,901883961	10	368	1
453	1,657995338	5,968783217	1,374472999	1501,451599	3	-0,10337318	0,888170266	-5,901883961	10	368	1
454	3,251934732	11,70696503	1,711541181	1501,041407	3	-0,10337318	0,888170266	-5,901883961	10	368	1
455	4,990519814	17,96587133	1,747750777	1500,61078	3	-0,10337318	0,888170266	-5,901883961	10	368	1
456	6,688111888	24,0772028	1,624052642	1500,15834	3	-0,10337318	0,888170266	-5,901883961	10	368	1
457	8,174403263	29,42785175	1,311955905	1499,683179	3	-0,10337318	0,888170266	-5,901883961	10	368	1
458	9,234370629	33,24373427	0,707909868	1499,184839	3	-0,10337318	0,888170266	-5,901883961	10	368	1
459	9,617118881	34,62162797	0,214967754	1498,663298	3	-0,10337318	0,888170266	-5,901883961	10	368	1
460	9,734918415	35,04570629	-0,007000389	1498,118952	3	-0,10337318	0,888170266	-5,901883961	10	368	1
461	9,599172494	34,55702098	-0,286363248	1497,542035	3	-0,10337318	0,888170266	-5,901883961	10	368	1
462	9,174804196	33,0292951	-0,538556527	1496,93744	3	-0,10337318	0,888170266	-5,901883961	10	368	1
463	8,572564103	30,86123077	-0,59043512	1496,309974	3	-0,10337318	0,888170266	-5,901883961	10	368	1
464	7,984729604	28,74502657	-0,713654623	1495,664365	3	-0,10337318	0,888170266	-5,901883961	10	368	1
465	7,163797203	25,78966993	-0,784721057	1495,025242	3	-0,10337318	0,888170266	-5,901883961	10	368	1
466	6,468524476	23,28668811	-0,652445027	1494,396858	3	-0,10337318	0,888170266	-5,901883961	10	368	1
467	5,859575758	21,09447273	-0,536359751	1493,783071	3	-0,10337318	0,888170266	-5,901883961	10	368	1
468	5,380298368	19,36907413	-0,470816239	1493,187344	3	-0,10337318	0,888170266	-5,901883961	10	368	1
469	4,894305361	17,6194993	-0,490165695	1492,612757	3	-0,10337318	0,888170266	-5,901883961	10	368	1
470	4,396156177	15,82616224	-0,506673077	1492,062007	3	-0,10337318	0,888170266	-5,901883961	10	368	1
471	3,868426573	13,92633566	-0,584510684	1491,537417	3	-0,10337318	0,888170266	-5,901883961	10	368	1
472	3,253344988	11,71204196	-0,551207848	1491,040939	3	-0,10337318	0,888170266	-5,901883961	10	368	1
473	2,765944056	9,957398601	-0,51768512	1490,574165	3	-0,10337318	0,888170266	-5,901883961	10	368	1
474	2,19079021	7,886844755	-0,615920746	1490,139804	3	-0,10337318	0,888170266	-5,901883961	10	368	1
475	1,58020979	5,688755245	-0,522828477	1489,739209	3	-0,10337318	0,888170266	-5,901883961	10	368	1
476	1,158519814	4,170671329	-0,391942502	1489,37344	3	-0,10337318	0,888170266	-5,901883961	10	368	1
477	0,781722611	2,814201399	-0,303193862	1489,043279	3	-0,10337318	0,888170266	-5,901883961	10	368	1
478	0,506202797	1,82233007	-0,424605089	1488,749232	3	-0,10337318	0,888170266	-5,901883961	10	368	1
479	0	0	-0,272324981	1488,494717	3	-0,10337318	0,888170266	-5,901883961	10	368	1
480	0	0	0,042183566	1488,278615	3	-0,10337318	0,888170266	-5,901883961	10	368	1
481	0	0	0	1488,099703	3	-0,10337318	0,888170266	-5,901883961	10	368	1
482	0	0	0	1487,956653	3	-0,10337318	0,888170266	-5,901883961	10	368	1
483	0	0	0	1487,848043	3	-0,10337318	0,888170266	-5,901883961	10	368	1
484	0	0	0	1487,772355	3	-0,10337318	0,888170266	-5,901883961	10	368	1
485	0	0	0	1487,727983	3	-0,10337318	0,888170266	-5,901883961	10	368	1
486	0	0	0	1487,713238	3	-0,10337318	0,888170266	-5,901883961	10	368	1
487	0	0	0	1487,716844	3	-0,10337318	0,888170266	-5,901883961	10	368	1
488	0	0	0	1487,740298	3	-0,10337318	0,888170266	-5,901883961	10	368	1
489	0	0	0	1487,784624	3	-0,10337318	0,888170266	-5,901883961	10	368	1
490	0	0	0	1487,850398	3	-0,10337318	0,888170266	-5,901883961	10	368	1
491	0	0	0	1487,934608	3	-0,10337318	0,888170266	-5,901883961	10	368	1
492	0	0	0	1488,03813	3	-0,10337318	0,888170266	-5,901883961	10	368	1
493	0	0	0	1488,161337	3	-0,10337318	0,888170266	-5,901883961	10	368	1
494	0	0	0	1488,304134	3	-0,10337318	0,888170266	-5,901883961	10	368	1
495	0	0	0	1488,465989	3	-0,10337318	0,888170266	-5,901883961	10	368	1
496	0	0	-0,095863636	1488,64597	3	-0,10337318	0,888170266	-5,901883961	10	368	1
497	0	0	0,318236791	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
498	0,546738928	1,96826014	0,325708625	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
499	0,55506993	1,998251748	-0,052312743	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
500	0,532055944	1,915401399	0,015707653	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
501	0,510289044	1,837040559	-0,308448135	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
502	0	0	-0,295854701	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
503	0	0	0,042524087	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
504	0	0	-0,042154429	1491	47	-0,055828128	0,326997046	-3,19539911	10	386	1
505	0	0	0,291940559	1491	47	-0,055828128	0,326997046	-3,19539911	10	388	1
506	0,504729604	1,817026573	0,307813326	1491	47	-0,055828128	0,326997046	-3,19539911	10	388	1
507	0,534550117	1,92438042	-0,002533411	1491	47	-0,055828128	0,326997046	-3,19539911	10	388	1
